,full_name,url,category,brand,name,customer_rating,price,descriptions,productsize,ingredient_list,num_ingredients,price_oz,dry,oily,combination,sensitive,redness,acne,aging,spots,dull,normal,ingredients_rating,percent_known_ingredients,grade
10,First Aid Beauty Pure Skin Face Cleanser,https://www.sephora.com/product/face-cleanser-P248404?icid2=products%20grid:p248404,cleanser,First Aid Beauty,Pure Skin Face Cleanser,4.4,21.0,"what it is: a fragrance-free, gentle cleanser that effectively removes makeup, dirt, and grime, leaving skin soft and supple.

skin type: normal, dry, and combination

skincare concerns: dryness, pores, and redness

formulation: lightweight cream

highlighted ingredients:
- aloe: helps calm, soothe, and nurture skin.
- allantoin: helps calm and soothe skin.
- glycerin: a natural humectant that helps hydrate and smooth skin's appearance.

ingredient callouts: this product is vegan, cruelty-free, and gluten-free.

what else you need to know: this non-stripping, ph-balanced formula helps maintain skin’s natural acidity and reduce flare-ups. the sumptuous, creamy texture never leaves skin tight or dry. infused with a powerful antioxidant blend, it helps safeguard skin against environmental aggressors while also calming irritated skin.

clean at sephora
when you spot our clean seal, you can be sure we’ve checked that this brand’s product is made without the ingredients you told us you’d most like to avoid.

clean at sephora™ is formulated without:
sulfates sls and sles, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, triclocarban. all skincare, hair, and makeup brands with the clean seal have less than one percent of synthetic fragrances.",5 oz,"['water/aqua/eau', 'sodium cocoyl isethionate', 'glycerin', 'stearic acid', 'hydrogenated coconut acid', 'sodium isethionate', 'stearyl alcohol', 'phenoxyethanol', 'disodium cocoamphodiacetate', 'sodium pca', 'hydroxypropyl methylcellulose', 'coco-glucoside', 'glyceryl oleate', 'sodium chloride', 'allantoin', 'sodium phytate', 'chrysanthemum parthenium (feverfew) extract', 'citric acid', 'potassium sorbate', 'sodium benzoate', 'camellia sinensis leaf extract', 'glycyrrhiza glabra (licorice) root extract', 'maltodextrin', 'aloe barbadensis leaf juice', 'tocopherol', 'hydrogenated palm glycerides citrate', 'tetrasodium edta']",27,4.2,True,False,True,False,True,False,False,False,False,True,74.0,0.96,C
11,philosophy Limited Edition The Microdelivery Exfoliating Facial Wash,https://www.sephora.com/product/philosophy-limited-edition-microdelivery-exfoliating-facial-wash-P466148?icid2=products%20grid:p466148,cleanser,philosophy,Limited Edition The Microdelivery Exfoliating Facial Wash,,29.0,"which skin type is it good for?
✔ normal
✔ oily
✔ combination
✔ dry
✔ sensitive

what it is:
a micro-exfoliating, daily facial wash.

solutions for:
- fine lines and wrinkles
- dullness and uneven texture

if you want to know more…
this daily facial cleanser is formulated with micro-exfoliating beads to gently polish and scrub away impurities. it’s an award-winning microdelivery 30-second cleansing mini peel that reveals a smoother, brighter, more even complexion as it cleanses and lightly tones. it’s ideal for all skin types, including aging and sensitive skin.

what it is formulated without:
- parabens
- sulfates
- phthalates",8 oz,"['water', 'solum diatomeae/diatomaceous earth/terre de diatomees', 'sodium cocoyl apple amino acids', 'glycerin', 'acrylates/steareth-20 methacrylate copolymer', 'acrylates copolymer', 'decyl glucoside', 'disodium cocoamphodiacetate', 'phenoxyethanol', 'lauryl glucoside', 'lithium magnesium sodium silicate', 'polysorbate 20', 'hexylene glycol', 'sodium hydroxide', 'citrus aurantium dulcis (orange) peel extract', 'limonene', 'decylene glycol', 'ethylhexylglycerin', 'panthenol', 'tetrasodium edta', '2-hexanediol', 'ascorbyl glucoside', 'borago officinalis seed oil', 'tocopherol', 'helianthus annuus (sunflower) seed oil', 'tocotrienols', 'triolein', 'trilinolein', 'magnesium nitrate', 'methylisothiazolinone', 'methylchloroisothiazolinone', 'magnesium chloride']",32,3.62,True,True,True,True,False,False,True,False,True,True,69.0,0.94,C
12,Tatcha Pure One Step Camellia Oil Cleanser,https://www.sephora.com/product/pure-one-step-camellia-cleansing-oil-P392235?icid2=products%20grid:p392235,cleanser,Tatcha,Pure One Step Camellia Oil Cleanser,4.5,48.0,"which skin type is it good for?
✔ normal
✔ oily
✔ combination
✔ dry
✔ sensitive

what it is:
a two-in-one makeup remover and cleanser with camellia oil that gently melts away impurities, even waterproof makeup, leaving behind pure, silky soft skin.

solutions for:
- dryness
- fine lines and wrinkles
- dullness and uneven texture

if you want to know more…
pure one step camellia cleansing oil thoroughly cleanses the skin without stripping natural moisture, leaving it balanced and nourished. it does not contain mineral oil, so the liquid emulsifies completely and leaves no residue.

japanese camellia oil (tsubaki) is richer in oleic acid than olive oil and an excellent source of vitamins a, b, d, and e and nourishing omegas 3, 6, and 9.

what else you need to know:
anko, the camellia-harvesting women of oshima island were famed for their glowing skin and long, lustrous hair. geisha discovered their secret was the oil from the seeds of the winter-blooming camellia flower and used it for centuries to remove their iconic stage makeup without drying or damaging the skin. tatcha has advanced this treasure in the pure one step camellia cleansing oil.

this product is noncomedogenic, non-irritating, non-sensitizing, dermatologist tested, and cruelty-free. it is formulated without mineral oil, synthetic fragrances, sulfate detergents, urea, dea, and tea.

beauty that gives back: every tatcha purchase you make supports girls’ education around the world. tatcha is proud to partner with room to read to transform girls’ futures.—victoria tsai, founder

clean at sephora
clean at sephora is formulated without a list of over 50 ingredients, including sulfates (sls and sles), parabens, phthalates, and more. for the full list, check out the ingredients tab.",5.1 oz,"['cetyl ethylhexanoate', 'oryza sativa (rice) bran oil', 'polyglyceryl-10 dioleate', 'polyglyceryl-2 sesquicaprylate', 'camellia japonica seed oil', 'camellia sinensis (green tea) leaf extract', 'algae extract', 'water', 'glyceryl behenate/eicosadioate', 'glycerin', 'ethylhexylglycerin', 'fragrance (natural)', 'alcohol', 'phenoxyethanol']",14,9.41,True,True,True,True,False,False,True,False,True,True,87.0,0.79,A
13,CLINIQUE Take The Day Off Cleansing Balm,https://www.sephora.com/product/take-the-day-off-cleansing-balm-P126301?icid2=products%20grid:p126301,cleanser,CLINIQUE,Take The Day Off Cleansing Balm,4.6,31.0,"what it is: a gentle, effective makeup remover that transforms from a balm to a silky oil, melting away face and eye makeup and sunscreen.

skin type: normal, dry, combination, and oily

ingredient callouts: free of phthalates. this product is also vegan.

what else you need to know: this makeup remover effortlessly dissolves even the most tenacious makeup and sunscreen. its non-greasy, non-drying, lightweight formula nourishes skin, cleanses thoroughly, and rinses off completely, so all that’s left is a fresh, visible, dewy glow. it’s great for sensitive skin, too.",3.8 oz,"['ethylhexyl palmitate', 'carthamus tinctorius (safflower) seed oil', 'caprylic/capric triglyceride', 'sorbeth-30 tetraoleate', 'polyethylene', 'peg-5 glyceryl triisostearate', 'water', 'tocopherol', 'phenoxyethanol']",9,8.16,True,True,True,True,False,False,False,False,False,True,85.0,0.89,B
14,Kate Somerville ExfoliKate® Cleanser Daily Foaming Wash,https://www.sephora.com/product/exfolikate-cleanser-daily-foaming-wash-P404322?icid2=products%20grid:p404322,cleanser,Kate Somerville,ExfoliKate® Cleanser Daily Foaming Wash,4.5,38.0,"what it is: a clinic-inspired foaming cleanser with ahas and fruit enzymes to gently cleanse away oil, makeup, and surface impurities revealing smoother skin.

skin type: normal, dry, combination, and oily

skincare concerns: pores, dark spots, dullness and uneven texture

formulation: cream

highlighted ingredients:
- papaya, pineapple, and pumpkin enzymes: naturally enhance skin exfoliation without overdrying.
- glycolic acid and lactic acid: refine the appearance of pores and help clear buildup on skin's surface.

ingredient callouts: free of sulfates sls and sles, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban. this product is also cruelty-free.

what else you need to know: inspired by kate’s number one exfoliating clinic treatment, this at-home daily cleanser feels and smells like a luxe spa experience. glycolic and lactic acids refine and clear pores while pineapple, pumpkin, and papaya enzymes cleanse without over drying. the results? visibly poreless, perfected skin.

clinical results: after just 1 day:
- 94% reported it thoroughly cleanses dirt, oil, and makeup
- 94% said it leaves skin soft and refreshed
- cleans without stripping and leaves skin hydrated

after 7 days:
- 94% reported pores feel thoroughly clean and purified
- 94% reported it thoroughly cleanses dirt, oil, and makeup",4 oz,"['aqua/water/eau', 'stearic acid', 'sodium cocoyl glycinate', 'lauramidopropyl betaine', 'glycerin', 'hydroxypropyl starch phosphate', 'cetearylphosphate', 'xylitylglucoside', 'dimethicone peg-8 meadowfoamate', 'anhydroxylitol', 'xylitol', 'leuconostoc/radish root ferment filtrate', 'bromelain', 'papain', 'lactobacillus/pumpkin fruit ferment filtrate', 'lauramide dipa', 'aloe barbadensis leaf juice powder', 'lactic acid', 'glycolic acid', 'citrus aurantium bergamia (bergamot) fruit oil', 'aniba rosaeodora (rosewood) wood extract', 'citrus aurantium dulcis (orange) peel oil', 'glucose', 'pelargonium graveolens flower oil', 'citral', 'benzyl benzoate', 'benzyl alcohol', 'sodium hydroxide', 'limonene', 'chlorphenesin', 'linalool', 'citronellol', 'maltodextrin', 'geraniol', 'ci 75810(chlorophyllin-coppercomplex)']",35,9.5,True,True,True,False,False,False,False,True,True,True,64.0,0.83,D
15,La Mer The Cleansing Foam,https://www.sephora.com/product/the-cleansing-foam-P416344?icid2=products%20grid:p416344,cleanser,La Mer,The Cleansing Foam,4.1,95.0,"what it is: a gentle cleanser that purifies even delicate, sensitive skin, drawing out impurities and excess oil, leaving skin soft, hydrated, and healthy looking.

skin type: normal, dry, combination, and oily

skincare concerns: dryness, fine lines and wrinkles, pores

formulation: lightweight mousse

ingredient callouts: free of sulfates sls and sles, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, and triclosan. this product is also gluten-free.

what else you need to know: this light face wash leaves skin feeling purified and energized for a complexion that looks bright and fresh. the luxurious, refreshing formula is enriched with the legendary elixir, miracle broth™—to infuse skin with sea-sourced soothing energies.",4.2 oz,"['declustered water (+)\\aqua\\eau de-structuree (+)', 'myristic acid', 'glycerin', 'behenic acid', 'palmitic acid', 'sodium methyl cocoyl taurate', 'potassium hydroxide', 'lauric acid', 'stearic acid', 'algae (seaweed) extract', 'sesamum indicum (sesame) seed oil', 'medicago sativa (alfalfa) seed powder', 'helianthus annuus (sunflower) seedcake', 'prunus amygdalus dulcis (sweet almond) seed meal', 'eucalyptus globulus (eucalyptus) leaf oil', 'sodium gluconate', 'copper gluconate', 'calcium gluconate', 'magnesium gluconate', 'zinc gluconate', 'tocopheryl succinate', 'niacin', 'sesamum indicum (sesame) seed powder', 'quartz powder', 'nephrite powder', 'pearl powder', 'caffeine', 'sea salt\\maris sal\\sel marin', 'humic acids', 'sodium hyaluronate', 'sucrose', 'tourmaline', 'macrocystis pyrifera (kelp) protein', 'polyquaternium-51', 'aloe barbadensis leaf water', 'trehalose', 'cellulose', 'butylene glycol', 'sodium coco pg-dimonium chloride phosphate', 'sodium bicarbonate', 'sodium pca', 'peg-3 distearate', 'urea', 'fragrance (parfum)', 'disodium edta', 'linalool', 'limonene', 'phenoxyethanol', 'methylchloroisothiazolinone', 'methylisothiazolinone', 'yellow 5 (ci 19140)', 'yellow 6 (ci 15985)', 'blue 1 (ci 42090)', 'green 5 (ci 61570)']",54,22.62,True,True,True,True,False,False,False,False,False,True,77.0,0.8,B
16,Origins Checks and Balances™ Frothy Face Wash,https://www.sephora.com/product/checks-balances-frothy-face-wash-P297516?icid2=products%20grid:p297516,cleanser,Origins,Checks and Balances™ Frothy Face Wash,4.3,24.0,"what it is: a bestselling face wash that easily rinses away makeup, impurities, and surface oils for skin that feels comfortably clean.

skin type: normal, dry, combination, and oily

skincare concerns: dryness, acne and blemishes, and oiliness

formulation: gel

highlighted ingredients:
- mint: reinvigorates the skin’s appearance.

ingredient callouts: this product is vegan, cruelty-free, and gluten-free, and comes in recyclable packaging.

what else you need to know: this frothy face wash with broad-leaf kelp extract, wheat protein, and tourmaline to cleanse all skin types is gentle enough for daily use. dry and oily zones are left feeling comfortably clean, refreshed, and balanced, while invigorating mint essential oil refreshes the senses.",5 oz,"['water', 'lavandula angustifolia (lavender) flower water', 'myristic acid', 'glycerin', 'behenic acid', 'sodium methyl cocoyl taurate', 'palmitic acid', 'potassium hydroxide', 'lauric acid', 'stearic acid', 'anthemis nobilis flower oil', 'mentha viridis (spearmint) leaf oil', 'pelargonium graveolens flower oil', 'lavandula hybrida oil', 'citrus aurantium bergamia (bergamot) fruit oil', 'styrax benzoin gum', 'linalool', 'peg-3 distearate', 'tourmaline', 'laminaria saccharina extract', 'hydrolyzed wheat protein', 'cetearyl alcohol', 'polyquaternium-7', 'butylene glycol', 'disodium edta', 'methylchloroisothiazolinone', 'methylisothiazolinone essential oil']",27,4.8,True,True,True,False,False,True,True,False,False,True,54.0,0.78,F
17,Dermalogica Special Cleansing Gel,https://www.sephora.com/product/special-cleansing-gel-P423136?icid2=products%20grid:p423136,cleanser,Dermalogica,Special Cleansing Gel,4.4,39.0,"what it is: a soap-free cleanser that gently removes impurities, without disturbing the skin’s natural moisture balance.

skin type: normal, dry, combination, and oily

skincare concerns: pores, dryness, and oiliness

formulation: gel

highlighted ingredients:
- lavender: soothes skin.
- quillaja saponaria bark extract: naturally foams and cleanses.

ingredient callouts: free of formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban, and contains less than one percent of synthetic fragrances. this product is also vegan, cruelty-free, and gluten-free.

what else you need to know: dermalogica’s special cleansing gel is a soap-free, naturally-foaming cleanser that gently rinses away toxins and debris to leave skin feeling smooth and clean. lightweight and mild enough to use every day, it also features calming balm mint and lavender extracts to soothe the skin and clear pores.",8.4 oz,"['water/aqua/eau', 'disodium laureth sulfosuccinate', 'sodium lauroyl sarcosinate', 'quillaja saponaria bark extract', 'lavandula angustifolia (lavender) oil', 'melissa officinalis leaf extract', 'citrus limon (lemon) peel oil', 'citrus aurantium bergamia (bergamot) fruit oil', 'cymbopogon nardus (citronella) oil', 'glycerin', 'cocamidopropyl betaine', 'coco-betaine', 'hydroxyethylcellulose', 'sodium cocoyl isethionate', 'capryloyl glycine', 'sodium lauryl sulfoacetate', 'methylpropanediol', 'ethylhexylglycerin', 'caprylhydroxamic acid', 'ppg-5-ceteth-20', 'sodium hydroxide', 'disodium edta']",22,4.64,True,True,True,False,False,False,False,False,False,True,44.0,0.73,F
18,Drunk Elephant Slaai™ Makeup-Melting Butter Cleanser,https://www.sephora.com/product/slaai-makeup-melting-butter-cleanser-P442566?icid2=products%20grid:p442566,cleanser,Drunk Elephant,Slaai™ Makeup-Melting Butter Cleanser,3.8,34.0,"what it is: an innovative cleansing balm that melts all traces of dirt, makeup, and sunscreen from skin, removing even water-resistant formulations.

skin type: normal, dry, combination, and oily

skincare concerns: dryness, redness, and dullness and uneven texture

formulation: rich oil

highlighted ingredients:
- nourishing fruit salad blend: a mix of non-fragrant, soothing fruit extracts (blueberry, kiwi, and strawberry) and replenishing fruit oils (cranberry seed oil, acai fruit oil, and watermelon seed oil) that comforts and moisturizes the skin.
- nourishing oil blend: a mix of moisturizing and lightweight oils (marula seed, baobab seed, kalahari melon seed, mongongo, and ximenia) that protects and nurtures the skin.
- bamboo and charcoal powder: gently exfoliate away built-up dead, dry skin.

ingredient callouts: this product is vegan and cruelty-free.

what else you need to know: formulated with antioxidant-rich fruit extracts and a soothing and nourishing blend of african oils, this balm cleanser transforms from an oil to a milk to cleanse and moisturize, leaving behind a dewy glow.

this cleanser is free of essential oils, silicones, and fragrance.

drunk elephant is committed to using only ingredients that either directly benefit the health of the skin or support the integrity of their formulations. the brand focuses on healthy ph levels, formulations the skin recognizes, small molecular structure that’s easily absorbed, and effective active ingredients that also support the skin’s acid mantle. all of their products are designed to be mixed together—what drunk elephant calls making a smoothie. (this is true for all of their products except their sunscreen, umbra, which sits on top of the skin, protecting it from uv damage.) the result is skin that is reset to its happiest, healthiest state.

drunk elephant is a supporter of ief (international elephant foundation) and is cruelty-free.

awards:
- women‘s health, 2019 healthy skin awards
- refinery 29, 2019 feature story
- instyle, 2019 instyle beauty award
- allure, 2019 best of beauty

clean at sephora
clean at sephora is formulated without a list of over 50 ingredients, including sulfates (sls and sles), parabens, phthalates, and more. for the full list, check out the ingredients tab.",,"['ethylhexyl palmitate', 'caprylic/capric triglyceride', 'carthamus tinctorius (safflower) seed oil', 'lauryl laurate', 'polyglyceryl-3 laurate', 'polyhydroxystearic acid', 'helianthus annuus (sunflower) seed wax', 'polyglyceryl-10 laurate', 'sclerocarya birrea seed oil', 'euterpe oleracea fruit oil', 'actinidia chinensis (kiwi) fruit extract', 'fragaria ananassa (strawberry) seed extract', 'vaccinium macrocarpon (cranberry) seed oil', 'borago officinalis seed oil', 'adansonia digitata seed oil', 'polyglyceryl-2 caprate', 'citrullus lanatus (watermelon) seed oil', 'prunus amygdalus dulcis (sweet almond) oil', 'schinziophyton rautanenii kernel oil', 'vaccinium angustifolium (blueberry) fruit extract', 'ximenia americana seed oil', 'tocopherol', 'glycerin']",23,,True,True,True,False,True,False,False,False,True,True,96.0,0.7,A
19,The INKEY List Oat Cleansing Balm,https://www.sephora.com/product/the-inkey-list-oat-cleansing-balm-P455364?icid2=products%20grid:p455364,cleanser,The INKEY List,Oat Cleansing Balm,4.1,9.99,"what it is: a luxurious cleansing balm that gently dissolves makeup and excess oil without stripping sensitive, irritated skin of the moisture it needs.

skin type: normal

skincare concerns: dryness, redness, and acne and blemishes

formulation: lightweight lotion

highlighted ingredients:
- three-percent oat kernel oil: gently supports skin’s moisture barrier.
- one-percent colloidal oatmeal: helps to reduce the appearance of redness and soothe irritation.

ingredient callouts: this product is vegan and cruelty-free.

what else you need to know: this gentle cleanser is the first step in a routine to reduce redness. it combines soothing colloidal oatmeal with ceramides to support skin’s natural protective barrier. it is also formulated with oat kernel oil, a natural antioxidant that fights environmental stress for dewy, even skin with continued use.

this product is an allure best of beauty winner.

clean at sephora
clean at sephora is formulated without a list of over 50 ingredients, including sulfates (sls and sles), parabens, phthalates, and more. for the full list, check out the ingredients tab.",5 oz,"['prunus amygdalus dulcis (sweet almond) oil', 'cetearyl alcohol', 'peg-6 caprylic/capric glycerides', 'avena sativa (oat) kernel oil', 'candelilla cera (cire de candelilla)', 'silica', 'sorbitan stearate', 'tribehenin', 'peg-60 almond glycerides', 'avena sativa (oat) kernel flour', 'aqua (water/eau)', 'benzyl alcohol', 'phenoxyethanol', 'lecithin', '2-hexanediol', 'ascorbyl palmitate', 'tocopherol', 'biosaccharide gum-4', 'helianthus annuus (sunflower) seed oil']",19,2.0,True,False,False,True,True,True,False,False,False,True,79.0,0.89,B
